start_station,end_station,occurrences
Via Vika,Skoeyen Stasjon,2
Sommerfrydhagen,Suhms gate,2
Lindern,Vippetangen oest,2
Henrik Wergelands allé,Toeyen skole,2
Arkaden Soer,Skovveien,2
Nydalen,Ullevaalsveien,2
Arkitekt Rivertz Plass,Frognerveien,2
Akersgata,Thune,2
Kirkegata 15,Fyrstikktorget,2
Olaf Ryes plass,Furulund,2
Henrik Wergelands allé,Hausmanns bru,2
Thune,Stockfleths gate,2
Hoffsveien,Dronningens gate,2
Gaustad T-bane,Botanisk Hage vest,2
Biskop Gunnerus' gate,Moelleparken,2
Gaustad T-bane,Bjoelsendumpa,2
Ruseloekkgaarden,Friggfeltet,2
Bankplassen,Marcus Thranes gate,2
Stockfleths gate,Colosseum Kino,2
Gaustad T-bane,Bjerregaards gate,2
Paléhaven,Bjerregaardsgate Øst,2
Bjoervika,Monolittveien,2
Frognerbadet,Gaustad T-bane,2
Froeen T-bane,Huitfeldts gate,2
Thereses gate,Ila,2
Tiedemannsparken,Hallings gate,2
Langkaia,Sjoelyst,2
Kirkeristen,Kvaernerveien,2
Ensjoe T-bane,OsloMet,2
Toeyenparken,Bak Niels Treschows hus nord,2
Blindern studentparkering,Toeyenparken,2
Meltzers gate,Salt,2
Borgenveien,St. Hanshaugen park soer,2
Dronningens gate,Colosseum Kino,2
Skillebekk,Sotahjoernet,2
Linaaes gate,Blindern studentparkering,2
Frognerstranda,Ensjoe T-bane,2
Munkedamsveien,Sinsen T-bane,2
Bjerregaardsgate Øst,Arendalsgata,2
Hallings gate,Ensjoe T-bane,2
Toeyenbekken,Stockfleths gate,2
Biskop Gunnerus' gate,Bogstadveien,2
Boekkerveien,Torshovdalen oest,2
Majorstuveien,Trelastgata,2
Sofienbergparken nord,Biskop Gunnerus' gate,2
Hasle Torg,Vippetangen oest,2
Annette Thommessens Plass,Bygdoey allé,2
Studentparlamentet,Myraloekka Øst,2
Holbergs plass,Hans Nielsen Hauges plass,2
Hasle,Kirkegata 15,2
Linaaes gate,Skarpsnoparken,2
Krebs' gate,Blindern studentparkering,2
Olav Kyrres plass,St. Hanshaugen park nord,2
Majorstuen T-bane,Bankplassen,2
Sofienberggata,Ila,2
Sotahjoernet,St. Hanshaugen park soer,2
Hallénparken,Pilestredet Studenthus,2
Jenny Braatens Plass,Thereses gate,2
Hallénparken,Skillebekk,2
Ila,Langkaia,2
Hasle,Karenslyst allé,2
Bak Niels Treschows hus soer,Kontraskjaeret,2
Furulund,Colosseum Kino,2
Skillebekk,Ullevaal sykehus,2
Stensgata,Hausmanns bru,2
Forskningsveien,Økern Portal,2
Biskop Gunnerus' gate,Frognerbadet,2
Kvaernerveien,Birkelunden,2
Anker Hotel,Skoeyen Stasjon,2
Studenterlunden,Adamstuen,2
Hesselbergs Gate,Torshovdalen oest,2
Taasen Senter,Groenlands torg,2
Kontraskjaeret,Adamstuen,2
Botanisk hage soer-vest,Uranienborgparken,2
Tannlegehoeyskolen,Sofienbergparken nord,2
Annette Thommessens Plass,Hans Nielsen Hauges plass,2
Marienlyst,Stockfleths gate,2
Groenlands torg,Sjoelyst,2
Helga Helgesens plass,Schives gate,2
Stockfleths gate,Annette Thommessens Plass,2
OsloMet,Loerenveien,2
Skoeyen Stasjon,Colbjoernsens gate,2
Bjerregaardsgate Øst,Sinsen T-bane,2
Frognerstranda,Jarlsborgveien,2
Adamstuen,Thomas Heftyes plass,2
Sofienberggata,Colosseum Kino,2
Carl Berners plass soer,Meltzers gate,2
Boekkerveien,HasleLinje,2
Bjoelsen Studentby,Loerenporten,2
Økern Portal,Saga Kino,2
Bak Niels Treschows hus soer,Enerhaugen,2
Skarpsnoparken,Majorstua skole,2
Elisenberg,Idioten,2
Kjeld Stubs gate,Majorstuen,2
Torshovdalen oest,Sjoelyst,2
Volvat,Biskop Gunnerus' gate,2
Skoeyen Stasjon,Marienlystparken,2
St. Hanshaugen park soer,Nydalen,2
Hammersborg Torg,Friggfeltet,2
Sentrum Scene,Badebakken,2
Bogstadveien,Bak Niels Treschows hus soer,2
Vaalerenga,HasleLinje,2
Toeyen skole,Thomas Heftyes plass,2
Domus Athletica,Volvat,2
Thereses gate,Kvaernerbyen,2
Grünerhagen Nord,Ila,2
Hedmarksgata,Akersgata,2
Kvaernerbyen,Grenseveien,2
Adamstuen,Kjeld Stubs gate,2
Spikersuppa Øst,Myraloekka Øst,2
Jarlsborgveien,Domus Athletica,2
Furulund,Sentrum Scene,2
Monolittveien,Kontraskjaeret,2
Sofienbergparken nordvest,Uelands gate,2
Kontraskjaeret,Kampen park Øst,2
Lille Schous plass,Hans Nielsen Hauges plass,2
Schous plass,Arkitekt Rivertz Plass,2
Froeen T-bane,Holbergs plass,2
Hydroparken,Koebenhavngata busstopp,2
Sommerfrydhagen,Tannlegehoeyskolen,2
Kvaernerveien,Soendre gate,2
Ullevaal sykehus,Skippergata,2
Lille Schous plass,Huk 2,2
Sinsen T-bane,Salt,2
Akersgata,Skoeyen Stasjon,2
Ulven Torg,Spikersuppa Vest,2
Friggfeltet,Torggata,2
Arkaden Soer,Bjoelsendumpa,2
Bak Niels Treschows hus nord,Raadhusgata,2
Hammersborg Torg,Lindern,2
Furulund,Akersgata,2
BI Nydalen,Trelastgata,2
Skoeyen,Nydalen,2
Brugata,Stockfleths gate,2
Domus Athletica,Huitfeldts gate,2
Schous plass trikkestopp,Hasle,2
Arkaden Nord,Ila,2
Vaterlandsparken,Studentparlamentet,2
Daelenenggata,Lindern,2
Tiedemannsparken,Blindern Studenthus,2
Grünerhagen Nord,Taasen Senter,2
Thomas Heftyes plass,Mailundveien,2
Bjoelsen Studentby,Sotahjoernet,2
Bak Niels Treschows hus soer,Colbjoernsens gate,2
Aker Brygge,Økernveien,2
Ensjoe T-bane,Oscars gate,2
Fagerheimgata,Stensgata,2
Lakkegata,Studentparlamentet,2
Klingenberggata,Kvaernerveien,2
Marienlyst,Ullevaalsalléen,2
Gaustad T-bane,St. Olavs gate,2
Akersgata,Kampen park Øst,2
Soervest for Slottsparken,Bygdoey allé,2
Hasle,St. Hanshaugen park soer,2
Studenterlunden,Volvat,2
Vestkanttorvet,Carl Berners plass nord,2
Blindern studentparkering,Koebenhavngata busstopp,2
Drammensveien,Ensjoe T-bane,2
Sognsveien,Akerselvallmenningen,2
Fram-gaarden,Trondheimsveien,2
Akerselvallmenningen,Lindern,2
Carl Berners plass nord,Majorstua skole,2
Økernveien,Bjerregaards gate,2
HasleLinje,Parkveien,2
Botanisk Hage vest,Parkveien,2
Sagene bussholdeplass,Huitfeldts gate,2
Brugata,Fyrstikktorget,2
Spikersuppa Vest,Hasle Torg,2
Jens Bjelkes Gate,Majorstuveien,2
Jarlsborgveien,Huk 1,2
St. Hanshaugen park nord,Frognerbadet,2
Hesselbergs Gate,Blindern Studenthus,2
Huk 2,Arkaden Soer,2
Monolittveien,Blindern studentparkering,2
Via Vika,Tordenskiolds gate,2
Arkaden Nord,Kampen park Øst,2
Saga Kino,Hasle Torg,2
Colbjoernsens gate,Torshovdalen oest,2
Kirkeveien,Ensjoe T-bane,2
Soervest for Slottsparken,Gunerius,2
Salt,Sirkustomta,2
Elgsletta,Pilestredet,2
Bygdoey allé,Krohgstoetten hospital,2
Domus Athletica,Boekkerveien,2
Frognerstranda,Ila,2
Thune,Froeen T-bane,2
Oslo Hospital,Ulven Torg,2
Stockfleths gate,Huk 2,2
Lindern,Skillebekk,2
Arkaden Nord,Koebenhavngata busstopp,2
Hydroparken,Marienlyst,2
Schives gate,Hans Nielsen Hauges plass,2
Majorstuen T-bane,Bjoervika,2
Skillebekk,Botanisk Hage vest,2
Munkedamsveien,Storo Storsenter,2
Frogner Stadion,Toeyen skole,2
Lindern,Gaustad T-bane,2
Bak Niels Treschows hus soer,Karenslyst allé,2
Dyvekes bru,Briskeby,2
Munkegata,Tannlegehoeyskolen,2
Hallings gate,Loerenveien,2
Spikersuppa Vest,Tiedemannsparken,2
Universitetsgata,Drammensveien,2
Studentparlamentet,Anker Hotel,2
Schives gate,Lille Schous plass,2
Dronningens gate,Tordenskiolds gate,2
Rostockgata,Bjoelsendumpa,2
Georg Morgenstiernes hus,Nybrua holdeplass,2
Hallings gate,Kirkeveien,2
Toeyenbekken,Majorstuen,2
Colletts gate,Langkaia,2
Soendre gate,Meltzers gate,2
Enerhaugen,Stavangergata,2
Meltzers gate,Linaaes gate,2
Ullevaalsalléen,Sommerfrydhagen,2
Colletts gate,Vippetangen oest,2
Bak Niels Treschows hus nord,OsloMet,2
Vippetangen vest,Hallénparken,2
Langkaia,Henrik Wergelands allé,2
Grenseveien,Jordalgata,2
Via Vika,Olav Kyrres plass,2
Spikersuppa Øst,Thereses gate,2
Olav Kyrres plass,Sukkerbiten,2
Skillebekk,Hallénparken,2
Stensparken,Kvaernerbyen,2
Valkyrieplassen,Torshovparken vest,2
Økernveien,Sjoesiden ved trappen,2
Stensgata,Stockfleths gate,2
Volvat,Arkaden Nord,2
Stensparken,Lodalen busstopp,2
Gunerius,Tiedemannsparken,2
Lodalen busstopp,Bjerregaards gate,2
Salt,Bjoelsen Studentby,2
Fred Olsens gate,Jarlsborgveien,2
Krohgstoetten hospital,Stavangergata,2
Meltzers gate,Botanisk Hage soer,2
Bankplassen,Bak Niels Treschows hus nord,2
Gimle Kino,Kampen park Øst,2
Groenlands torg,Huk 1,2
Tiedemannsparken,St. Olavs gate,2
Langkaia,Sirkustomta,2
Ulven Torg,Stockfleths gate,2
Drammensveien,Grünerhagen Nord,2
Colbjoernsens gate,Hesselbergs Gate,2
Fram-gaarden,Loerenveien,2
Hasle,St. Olavs gate,2
Fredensborg,Kvaernerveien,2
Helga Helgesens plass,Uelands gate,2
Sjoesiden ved fontenen,Stockfleths gate,2
Sjoelyst,Ila,2
Sjoelyst,Stortingstunellen,2
Soendre gate,Gaustad T-bane,2
Bjoelsendumpa,Stortingstunellen,2
Jess Carlsens gate,Loerenporten,2
Arkaden Nord,BI Nydalen,2
Olaf Ryes plass,Jarlsborgveien,2
Sukkerbiten,Kvaernerveien,2
Monolittveien,Bygdoey allé,2
Vippetangen vest,Jenny Braatens Plass,2
Myraloekka Øst,Blindern studentparkering,2
Kvaernerveien,Jens Bjelkes Gate,2
Huk 2,Bankplassen,2
Hallénparken,Fram-gaarden,2
Hausmanns bru,Skillebekk,2
Botanisk Hage vest,Storo Storsenter,2
Frognerveien,Fagerheimgata,2
Majorstua skole,Rolf Wickstroems vei,2
Raadhusgata,Skoeyen Stasjon,2
St. Hanshaugen park nord,Rolf Wickstroems vei,2
Forskningsveien,Vippetangen vest,2
Badebakken,Dyvekes bru,2
Schous plass trikkestopp,Frogner Stadion,2
Rostockgata,Bjerregaards gate,2
Colosseum Kino,Tordenskiolds gate,2
Nordre gate,St. Hanshaugen park nord,2
Arkaden Soer,Frognerveien,2
Kvaernerbyen,Nydalen,2
Bak Niels Treschows hus soer,The Hub,2
Uelands gate,Thomas Heftyes plass,2
7. juni-plassen,Sirkustomta,2
Jenny Braatens Plass,Sognsveien,2
Vippetangen vest,Tiedemannsparken,2
Nydalen,Chr. Michelsens Gate,2
Fysikkbygningen,Sotahjoernet,2
Henrik Wergelands allé,Ulven Torg,2
Hallénparken,Forskningsveien,2
Nydalen,Majorstuen T-bane,2
Taasen Senter,Hasle Torg,2
Froeen T-bane,Bjoervika,2
Griffenfeldts gate,Sinsen T-bane,2
Krohgstoetten hospital,Suhms gate,2
Thereses gate,Schives gate,2
Hasle Torg,Holbergs plass,2
Rolf Wickstroems vei,Klingenberggata,2
Toeyenbekken,Bjoelsen moelle,2
Fysikkbygningen,Kontraskjaeret,2
Annette Thommessens Plass,Henrik Wergelands allé,2
Toeyenparken,Bak Niels Treschows hus soer,2
Ruseloekkgaarden,Sjoelyst,2
Skarpsnoparken,Bankplassen,2
Colletts gate,Schives gate,2
Slottsparken Øst,Fysikkbygningen,2
Brugata,Pilestredet,2
Froeen T-bane,Blindern Studenthus,2
Via Vika,Fysikkbygningen,2
HasleLinje,Kirkegata 15,2
Skoeyen,Koebenhavngata busstopp,2
Blindern T-Bane,Uelands gate,2
Marienlystparken,Taasen Senter,2
Annette Thommessens Plass,Hasle Torg,2
Thomas Heftyes plass,Boekkerveien,2
Loerenporten,Lille Schous plass,2
Sognsveien,Dronningens gate,2
Blindern T-Bane,Bjerregaards gate,2
Drammensveien,OsloMet,2
Botanisk hage soer-vest,Krebs' gate,2
Sagene bussholdeplass,Galgeberg,2
Sagene bussholdeplass,Vaalerenga,2
Hausmanns bru,Frogner Stadion,2
Diakonhjemmet,Thomas Heftyes plass,2
Bak Niels Treschows hus soer,Anker Hotel,2
Hammersborg Torg,Marienlyst,2
Taasen Senter,Bjoervika,2
Skoeyen Stasjon,Oscars gate,2
Hausmanns gate,Norsk Folkemuseum,2
Hesselbergs Gate,Skovveien,2
Frognerstranda,Sognsveien,2
Suhms gate,Boekkerveien,2
Sirkustomta,Lindern,2
Skraaninga,John Colletts plass,2
BI Nydalen,Via Vika,2
Økernveien,Sjoesiden ved fontenen,2
Kvaernerveien,The Hub,2
Torshovparken vest,Gaustad T-bane,2
Aker Brygge,Lindern,2
Elisenberg,Munkegata,2
Gaustad T-bane,St. Hanshaugen park soer,2
Furulund,Vippetangen oest,2
Sinsen T-bane,Kirkegata 15,2
HasleLinje,Arkaden Nord,2
Munkedamsveien,Marienlystparken,2
Meltzers gate,Jens Bjelkes Gate,2
Elisenberg,Mailundveien,2
Paléhaven,Meltzers gate,2
Mailundveien,Skillebekk,2
Spikersuppa Øst,Koebenhavngata busstopp,2
Badebakken,Munkegata,2
Bak Niels Treschows hus nord,Tjuvholmen,2
The Hub,Badebakken,2
Bak Niels Treschows hus soer,Hoffsveien,2
Sjoelyst,Ringnes Park,2
Trelastgata,Lilleborgbanen,2
Sjoesiden ved fontenen,Boekkerveien,2
Loerenveien,Holbergs plass,2
Thereses gate,Domus Athletica,2
Groenlands torg,Schives gate,2
HasleLinje,Blindern Studenthus,2
Økernveien,Lodalen busstopp,2
Mailundveien,Colbjoernsens gate,2
Kvaernerveien,Sotahjoernet,2
Majorstuen,Ulven Torg,2
Meltzers gate,Volvat,2
Vestkanttorvet,Stortingstunellen,2
Colletts gate,Ensjoe T-bane,2
Uranienborgveien,Nydalen,2
Thomas Heftyes plass,Grenseveien,2
Blindern Studenthus,Krohgstoetten hospital,2
Taasen Senter,Oscars gate,2
Kvaernerbyen,Furulund,2
Frognerbadet,Trondheimsveien,2
Hans Nielsen Hauges plass,Taasen Senter,2
Ulven Torg,Oslo Hospital,2
Mandalls gate,Meltzers gate,2
Frogner plass,Toeyenparken,2
Dyvekes bru,Hallings gate,2
Domus Athletica,Skraaninga,2
Chr. Michelsens Gate,Klingenberggata,2
Krohgstoetten hospital,Landstads gate,2
Volvat,Stavangergata,2
Ensjoe T-bane,Jarlsborgveien,2
Sagene bussholdeplass,Grenseveien,2
Studenterlunden,Sinsen T-bane,2
Chr. Michelsens Gate,Brynseng T-bane,2
Rostockgata,Furulund,2
Badebakken,Uranienborgparken,2
Akersgata,Fysikkbygningen,2
AHO,Colletts gate,2
Monolittveien,Ullevaalsveien,2
Loerenveien,Tannlegehoeyskolen,2
Dyvekes bru,Colletts gate,2
Trondheimsveien,Økern Portal,2
Lakkegata,Frognerstranda,2
Vaterlandsparken,Marienlyst,2
Marienlyst,Raadhusgata,2
Stortingstunellen,Majorstuveien,2
Sotahjoernet,Sinsen T-bane,2
Ruseloekkgaarden,Jordalgata,2
Groenlands torg,Pilestredet,2
Loerenveien,Økernveien,2
Jarlsborgveien,Myraloekka Øst,2
Trondheimsveien,Fram-gaarden,2
Jarlsborgveien,Akersgata,2
Hallénparken,Frogner Stadion,2
Krohgstoetten hospital,Tordenskiolds gate,2
Valkyrieplassen,Ensjoe T-bane,2
Oslo Plaza,Sagene bussholdeplass,2
Loerenveien,Thomas Heftyes plass,2
Taasen Senter,Huk 2,2
Sjoesiden ved fontenen,Munkedamsveien,2
Toeyenbekken,Hoffsveien,2
Norsk Folkemuseum,Sotahjoernet,2
Arkaden Nord,Thereses gate,2
Majorstua skole,Oslo Plaza,2
Skoeyen,Colletts gate,2
Bjerregaards gate,Hedmarksgata,2
Tannlegehoeyskolen,Skoeyen,2
Bak Niels Treschows hus soer,Huk 2,2
Frognerveien,Elgsletta,2
Hesselbergs Gate,Schives gate,2
Vaar Frelsers gravlund,Ensjoeveien,2
Badebakken,Fyrstikktorget,2
Groenlands torg,Forskningsveien,2
Stockfleths gate,Mailundveien,2
John Colletts plass,Langkaia,2
Mandalls gate,Adamstuen,2
Sukkerbiten,Drammensveien,2
Brynseng T-bane,St. Hanshaugen park vest,2
Taasen Senter,Ulven Torg,2
Professor Aschehougs plass,Stockfleths gate,2
Aker Brygge,Kampen park Øst,2
Schous plass trikkestopp,Ullevaalsveien,2
Huitfeldts gate,Enerhaugen,2
Majorstua skole,Torshovdalen oest,2
Langkaia,Majorstua skole,2
Filipstadveien,Blindern studentparkering,2
Brugata,Thomas Heftyes plass,2
Biskop Gunnerus' gate,Sofienberggata,2
Studentparlamentet,Froeen T-bane,2
Studenterlunden,Krohgstoetten hospital,2
Hydroparken,Jernbanetorget,2
Enerhaugen,Bjerregaardsgate Øst,2
Bygdoey allé,Hesselbergs Gate,2
Stjerneplassen,Skoeyen Stasjon,2
Taasen Senter,Kirkeveien,2
Idioten,Olav Kyrres plass,2
Uranienborgveien,Hans Nielsen Hauges plass,2
Ullevaalsalléen,Furulund,2
Økernveien,Linaaes gate,2
Anker Hotel,Majorstua skole,2
HasleLinje,Ila,2
Vippetangen oest,Colbjoernsens gate,2
Nordre gate,Ila,2
Schives gate,Fagerheimgata,2
Karenslyst allé,Friggfeltet,2
Sofienbergparken nord,Stensparken,2
Stockfleths gate,Valkyrieplassen,2
Lille Grensen,Rolf Wickstroems vei,2
Sofienbergparken nord,Thereses gate,2
Kirkeristen,Kampen park Øst,2
Pilestredet,Stortingstunellen,2
Bentsebrugata,Lindern,2
Stortingstunellen,Studentparlamentet,2
Marienlystparken,Hasle,2
Bak Niels Treschows hus soer,Skoeyen Stasjon,2
Adamstuen,Frogner Stadion,2
Elgsletta,St. Hanshaugen park soer,2
Colosseum Kino,Langkaia,2
Taasen Senter,Langkaia,2
Ila,Taasen Senter,2
Taasen Senter,Bankplassen,2
Taasen Senter,Sotahjoernet,2
Domus Athletica,Ulven Torg,2
Kjeld Stubs gate,Stortingstunellen,2
Adamstuen,Munkedamsveien,2
Lilleborgbanen,Marienlyst,2
Jordalgata,Henrik Wergelands allé,2
Froeen T-bane,Trondheimsveien,2
Botanisk hage soer-vest,Torshovparken vest,2
Boekkerveien,Sirkustomta,2
Ensjoe T-bane,Karenslyst allé,2
Økern Portal,Lakkegata,2
Stensgata,Torshovparken vest,2
Vaar Frelsers gravlund,Bygdoey allé,2
Vaar Frelsers gravlund,Jarlsborgveien,2
St. Hanshaugen park nord,Torshovdalen oest,2
Meltzers gate,BI Nydalen,2
Bak Niels Treschows hus soer,Huk 1,2
Volvat,Tannlegehoeyskolen,2
Soendre gate,Skarpsnoparken,2
Hedmarksgata,Krebs' gate,2
Sjoelyst,Tannlegehoeyskolen,2
Skraaninga,Mailundveien,2
Jenny Braatens Plass,Majorstuveien,2
Storo Storsenter,Skarpsnoparken,2
Sinsen T-bane,Vestkanttorvet,2
The Hub,Uranienborgparken,2
Forskningsveien,Meltzers gate,2
Groenlands torg,Drammensveien,2
Hoffsveien,Sognsveien,2
Bjoelsendumpa,Huitfeldts gate,2
Taasen Senter,Skillebekk,2
Akerselvallmenningen,Ulven Torg,2
Ila,Hesselbergs Gate,2
Groenlands torg,Via Vika,2
Dyvekes bru,Sinsen T-bane,2
Bak Niels Treschows hus soer,Over Raadhusgata,2
Trelastgata,Loerenveien,2
Friggfeltet,Krebs' gate,2
Mandalls gate,BI Nydalen,2
Munkegata,Blindern Studenthus,2
Tjuvholmen,Botanisk hage soer-vest,2
Karenslyst allé,Tiedemannsparken,2
Akerselvallmenningen,Toeyenparken,2
Elisenberg,Storo Storsenter,2
Toeyenbekken,Kampen park Øst,2
Colletts gate,Frognerstranda,2
Stortingstunellen,OsloMet,2
Skoeyen Stasjon,Fredensborg,2
Raadhusgata,Økern Portal,2
Bjerregaardsgate Øst,Huk 2,2
Lakkegata,Thune,2
Arkitekt Rivertz Plass,Skillebekk,2
Vippetangen oest,Edvard Storms gate,2
Majorstuen T-bane,Arkaden Nord,2
Arkaden Soer,Hallénparken,2
Gimle Kino,Jarlsborgveien,2
Finnmarksgata,Skoeyen,2
Oscars gate,Bak Niels Treschows hus soer,2
Borgenveien,Spikersuppa Øst,2
Nybrua holdeplass,Ullevaalsveien,2
Mailundveien,Bak Niels Treschows hus nord,2
Furulund,Skippergata,2
Ullevaalsveien,Sotahjoernet,2
Briskeby,Jordalgata,2
Hausmanns gate,Thomas Heftyes plass,2
Kampen park Øst,Fagerheimgata,2
Spikersuppa Vest,Mailundveien,2
Salt,Elisenberg,2
Soervest for Slottsparken,Loerenveien,2
Uranienborgparken,Myraloekka Øst,2
Frognerbadet,Vaterlandsparken,2
Nydalen,Bogstadveien,2
Trelastgata,Henrik Ibsens gate,2
Krohgstoetten hospital,Badebakken,2
Bak Niels Treschows hus soer,Sjoelyst,2
Ensjoeveien,Uranienborgveien,2
Toeyen skole,Skovveien,2
Idioten,Skippergata,2
Domus Athletica,Mailundveien,2
Oscars gate,Jenny Braatens Plass,2
Økernveien,Kontraskjaeret,2
Kjeld Stubs gate,Tannlegehoeyskolen,2
Kjeld Stubs gate,OsloMet,2
Frognerbadet,Oslo Plaza,2
Monolittveien,Landstads gate,2
Sagene bussholdeplass,Via Vika,2
Sofienberggata,Biskop Gunnerus' gate,2
Vippetangen vest,Koebenhavngata busstopp,2
Sofienbergparken soer,Ulven Torg,2
Paléhaven,Loerenveien,2
Vulkan,Friggfeltet,2
Volvat,Badebakken,2
Paléhaven,Ullevaalsveien,2
Sirkustomta,Pilestredet 63,2
Botanisk hage soer-vest,Ensjoe T-bane,2
Sofienbergparken nordvest,Tannlegehoeyskolen,2
Bjerregaardsgate Øst,Fyrstikktorget,2
Domus Athletica,Galgeberg,2
Diakonhjemmet,Dronningens gate,2
Borgenveien,Vaterlandsparken,2
Colbjoernsens gate,Vaalerenga,2
Økern Portal,Stensgata,2
Langkaia,Pilestredet 63,2
Torshovparken vest,Bjoelsendumpa,2
Hasle Torg,Munkedamsveien,2
Taasen Senter,Tjuvholmen,2
Thomas Heftyes plass,Koebenhavngata busstopp,2
Colletts gate,Økernveien,2
Munkedamsveien,Ruseloekkgaarden,2
Ullevaalsalléen,Loerenveien,2
Briskeby,Storo Storsenter,2
Sentrum Scene,Sjoelyst,2
Vulkan,Thereses gate,2
Økern Portal,Soervest for Slottsparken,2
Monolittveien,Frognerstranda,2
Frognerbadet,Sommerfrydhagen,2
Huitfeldts gate,Landstads gate,2
Sommerfrydhagen,Pilestredet,2
Fredensborg,Jarlsborgveien,2
Majorstuen,Økernveien,2
Oslo Plaza,Studenterlunden,2
Borgenveien,Storo Storsenter,2
Karenslyst allé,Marienlystparken,2
Dyvekes bru,Pilestredet 63,2
Chr. Michelsens Gate,Domus Athletica,2
Stortingstunellen,Sotahjoernet,2
Hans Nielsen Hauges plass,Hedmarksgata,2
Hausmanns gate,Idioten,2
Stockfleths gate,Dronningens gate,2
Hasle,Stavangergata,2
Tordenskiolds gate,Oslo Hospital,2
Fyrstikktorget,Briskeby,2
Henrik Wergelands allé,Krohgstoetten hospital,2
Skoeyen,Langkaia,2
Munkegata,Arkitekt Rivertz Plass,2
Lakkegata,St. Hanshaugen park vest,2
Studenterlunden,Torshovdalen oest,2
Mailundveien,Arkitekt Rivertz Plass,2
Bislettgata,Hasle,2
Hausmanns gate,Hans Nielsen Hauges plass,2
Parkveien,Sirkustomta,2
Linaaes gate,Marienlyst,2
Økern Portal,Universitetsgata,2
Dronningens gate,Schives gate,2
Brynseng T-bane,Sinsenveien,2
Ullevaalsalléen,Paléhaven,2
Finnmarksgata,St. Hanshaugen park soer,2
Skovveien,Sommerfrydhagen,2
Oslo Plaza,Majorstuveien,2
Frognerbadet,Gunerius,2
Loerenveien,Idioten,2
Sognsveien,Huk 1,2
St. Hanshaugen park soer,Galgeberg,2
John Colletts plass,Dokkveien,2
The Hub,Pilestredet,2
Volvat,Loerenveien,2
Carl Berners plass soer,Friggfeltet,2
Frogner plass,Kvaernerveien,2
Stensgata,Trondheimsveien,2
Raadhusgata,Bjoelsen moelle,2
Forskningsveien,Pilestredet Studenthus,2
Raadhusgata,Ullevaalsveien,2
Drammensveien,Bjoervika,2
Birkelunden,Lindern,2
Jordalgata,Bislettgata,2
Krohgstoetten hospital,Uranienborgparken,2
Bankplassen,Stavangergata,2
Sofienbergparken nord,Taasen Senter,2
Akerselvallmenningen,Tannlegehoeyskolen,2
Jenny Braatens Plass,Colosseum Kino,2
Bjoelsen Studentby,Volvat,2
Kvaernerbyen,Huk 2,2
Tordenskiolds gate,Slottsparken Øst,2
Langkaia,Ensjoeveien,2
Ensjoeveien,Studenterlunden,2
Grenseveien,Kampen park Øst,2
Kampen park Øst,Lodalen busstopp,2
Klingenberggata,Furulund,2
Lakkegata,Tannlegehoeyskolen,2
Uranienborgparken,Sirkustomta,2
Kirkegata 15,Borgenveien,2
Sofienberggata,Stockfleths gate,2
Frognerveien,Arkitekt Rivertz Plass,2
Ullevaalsveien,Økernveien,2
Rolf Wickstroems vei,Arkaden Nord,2
Vestkanttorvet,Diakonhjemmet,2
Bak Niels Treschows hus soer,Dokkveien,2
Borgenveien,Aker Brygge,2
Universitetsgata,Borgenveien,2
Salt,Jenny Braatens Plass,2
Frognerbadet,Storo Storsenter,2
Over Raadhusgata,Bjoelsen Studentby,2
Nybrua holdeplass,Bislettgata,2
Chr. Michelsens Gate,Via Vika,2
Hasle,Munkedamsveien,2
Marienlyst,Sirkustomta,2
Marienlystparken,Stjerneplassen,2
Briskeby,Hausmanns bru,2
Akerselvallmenningen,Forskningsveien,2
Bjoelsen moelle,Vestkanttorvet,2
Borgenveien,Oslo Plaza,2
Stockfleths gate,Arkaden Soer,2
Schous plass,Torshovdalen oest,2
Thereses gate,Suhms gate,2
Brynseng T-bane,Universitetsgata,2
Lakkegata,Forskningsveien,2
Stortingstunellen,Skraaninga,2
Skraaninga,Skarpsnoparken,2
Schives gate,Blindern Studenthus,2
Botanisk hage soer-vest,Kampen park Øst,2
Akersgata,Hoffsveien,2
Fredensborg,Colletts gate,2
Langkaia,Finnmarksgata,2
St. Hanshaugen park soer,Anker Hotel,2
Sofienbergparken soer,Volvat,2
Vaterlandsparken,Stockfleths gate,2
Jarlsborgveien,Sjoesiden ved fontenen,2
Krohgstoetten hospital,Nybrua holdeplass,2
Hoffsveien,Froeen T-bane,2
Biskop Gunnerus' gate,Vippetangen oest,2
Borgenveien,AHO,2
Monolittveien,Uelands gate,2
John Colletts plass,Volvat,2
Boekkerveien,Økernveien,2
Krebs' gate,Borgenveien,2
Toeyenparken,Ila,2
Arkitekt Rivertz Plass,HasleLinje,2
Kvaernerveien,Furulund,2
Ullevaalsalléen,Elisenberg,2
Nydalen,Monolittveien,2
Thereses gate,Skraaninga,2
Birkelunden,Drammensveien,2
Biskop Gunnerus' gate,Myraloekka Øst,2
Trondheimsveien,Valkyrieplassen,2
Krohgstoetten hospital,Huitfeldts gate,2
John Colletts plass,Stortingstunellen,2
Mailundveien,Filipstadveien,2
Skraaninga,Skoeyen,2
Diakonhjemmet,Rostockgata,2
Kirkeveien,Torshovdalen oest,2
Hydroparken,Fagerheimgata,2
Landstads gate,Loerenporten,2
Skraaninga,Furulund,2
Sinsen T-bane,Sognsveien,2
St. Hanshaugen park nord,Brugata,2
